month,row,classification,boa_description,vin,vin6,boa_ending_balance,dt_2100_amount,dt_vin6,dt_description,dt_vin_extracted,dt_date,control_number
FEB26,2,matched,2025 Mazda M3H,JM1BPAJM3S1780956,780956,25746.0,-25746.0,780956,BOA FLOORPLAN,,,M20148
FEB26,3,matched,2026 Mazda M3S 25S 2A,JM1BPAAL8T1866286,866286,25895.0,-25895.0,866286,HILEY MAZDA OF ARLING   2/17/26  JM1BPAAL8T1866286,JM1BPAAL8T1866286,2/17/26,M21244
FEB26,4,matched,2026 Mazda M3S 25S 2A,JM1BPAAL5T1867637,867637,25895.0,-25895.0,867637,2026 MAZDA MAZDA3 SED   2/19/26  JM1BPAAL5T1867637,JM1BPAAL5T1867637,2/19/26,M21254
FEB26,5,matched,2026 Mazda M3H 25S 2A,JM1BPAJL7T1863461,863461,26186.0,-26186.0,863461,2026 MAZDA MAZDA3 HAT   2/02/26  JM1BPAJL7T1863461,JM1BPAJL7T1863461,2/02/26,M21205
FEB26,6,matched,2026 Mazda M3S SES 2A,JM1BPABL4T1866364,866364,26251.0,-26251.0,866364,"DIXON, MATTHEW RAYMON   2/23/26  JM1BPABL4T1866364",JM1BPABL4T1866364,2/23/26,M21241
FEB26,7,matched,2026 Mazda M3S SES 2A,JM1BPABL8T1867176,867176,26251.0,-26251.0,867176,2026 MAZDA MAZDA3 SED   2/23/26  JM1BPABL8T1867176,JM1BPABL8T1867176,2/23/26,M21253
FEB26,8,dealertrack_only,,JM1BPABL0T1867950,867950,,-26251.0,867950,2026 MAZDA MAZDA3 SED   2/27/26  JM1BPABL0T1867950,JM1BPABL0T1867950,2/27/26,M21317
FEB26,9,matched,2026 Mazda C30 25S XA,3MVDMBAL2TM137936,137936,27560.0,-27560.0,137936,2026 MAZDA CX-30        2/20/26  3MVDMBAL2TM137936,3MVDMBAL2TM137936,2/20/26,M21394
FEB26,10,matched,2026 Mazda M3S PF 2A,JM1BPACL5T1867618,867618,27860.0,-27860.0,867618,2026 MAZDA MAZDA3 SED   2/19/26  JM1BPACL5T1867618,JM1BPACL5T1867618,2/19/26,M21252
FEB26,11,dealertrack_only,,JM1BPACL2T1868807,868807,,-27860.0,868807,2026 MAZDA MAZDA3 SED   2/27/26  JM1BPACL2T1868807,JM1BPACL2T1868807,2/27/26,M21313
FEB26,12,matched,2026 Mazda M3H SES 2A,JM1BPAKL9T1864173,864173,28038.0,-28038.0,864173,2026 MAZDA MAZDA3 HAT   2/13/26  JM1BPAKL9T1864173,JM1BPAKL9T1864173,2/13/26,M21204
FEB26,13,matched,2026 Mazda M3S PF 2A,JM1BPACL2T1863509,863509,28480.0,-28480.0,863509,2026 MAZDA MAZDA3 SED   2/02/26  JM1BPACL2T1863509,JM1BPACL2T1863509,2/02/26,M21197
FEB26,14,matched,2026 Mazda M3S PF 2A,JM1BPACL0T1863668,863668,28480.0,-28480.0,863668,FAMILY MAZDA OF BOSSI   1/29/26  JM1BPACL0T1863668,JM1BPACL0T1863668,1/29/26,M21196
FEB26,15,matched,2026 Mazda C30,3MVDMBBL2TM126420,126420,28735.0,-28735.0,126420,2026 MAZDA CX-30        2/26/26  3MVDMBBL2TM126420,3MVDMBBL2TM126420,2/26/26,M21400
FEB26,16,matched,2026 Mazda C30 SES XA,3MVDMBBL2TM137658,137658,28795.0,-28795.0,137658,2026 MAZDA CX-30        2/20/26  3MVDMBBL2TM137658,3MVDMBBL2TM137658,2/20/26,M21395
FEB26,17,dealertrack_only,,3MVDMBBL5TM140456,140456,,-28795.0,140456,2026 MAZDA CX-30        2/04/26  3MVDMBBL5TM140456,3MVDMBBL5TM140456,2/04/26,M21444
FEB26,18,matched,2026 Mazda C30 SES XA,3MVDMBBL0TM111043,111043,29262.0,-29262.0,111043,HILEY SERVICE LOANER   10/17/25  3MVDMBBL0TM111043,3MVDMBBL0TM111043,10/17/25,M20940
FEB26,19,matched,2026 Mazda C30 SES XA,3MVDMBBL0TM127145,127145,29262.0,-29262.0,127145,"CANALES, CARLOS JUNIO   2/03/26  3MVDMBBL0TM127145",3MVDMBBL0TM127145,2/03/26,M21256
FEB26,20,matched,2026 Mazda C30 SES XA,3MVDMBBL8TM138118,138118,29322.0,-29322.0,138118,2026 MAZDA CX-30        2/25/26  3MVDMBBL8TM138118,3MVDMBBL8TM138118,2/25/26,M21403
FEB26,21,matched,2025 Mazda CX5,JM3KFBAL0S0764873,764873,29855.0,-29855.0,764873,2025 MAZDA CX-5         1/09/26  JM3KFBAL0S0764873,JM3KFBAL0S0764873,1/09/26,M21276
FEB26,22,matched,2025 Mazda CX5,JM3KFBAL0S0747264,747264,29991.0,-29991.0,747264,HILEY SERVICE LOANER    1/29/26  JM3KFBAL0S0747264,JM3KFBAL0S0747264,1/29/26,M21279
FEB26,23,matched,2025 Mazda CX5,JM3KFBAL2S0751851,751851,29991.0,-29991.0,751851,HILEY SERVICE LOANER   10/29/25  JM3KFBAL2S0751851,JM3KFBAL2S0751851,10/29/25,M20883
FEB26,24,matched,2025 Mazda CX5,JM3KFBAL5S0735112,735112,30248.0,-30248.0,735112,"MCMAHON, LAURA KATHLE   1/29/26  JM3KFBAL5S0735112",JM3KFBAL5S0735112,1/29/26,M21274
FEB26,25,matched,2025 Mazda CX5 25S XA,JM3KFBAL2S0797308,797308,30255.0,-30255.0,797308,2025 MAZDA CX-5         1/09/26  JM3KFBAL2S0797308,JM3KFBAL2S0797308,1/09/26,M21187
FEB26,26,matched,2026 Mazda C30 PF XA,3MVDMBCL7TM100877,100877,30381.0,-30381.0,100877,HILEY SERVICE LOANER   10/21/25  3MVDMBCL7TM100877,3MVDMBCL7TM100877,10/21/25,M20838
FEB26,27,matched,2026 Mazda C30 PF XA,3MVDMBCL3TM107499,107499,30493.0,-30493.0,107499,HILEY                  10/11/25  3MVDMBCL3TM107499,3MVDMBCL3TM107499,10/11/25,M20875
FEB26,28,matched,2026 Mazda C30 PF XA,3MVDMBCL9TM112612,112612,30493.0,-30493.0,112612,2026 MAZDA CX-30       10/27/25  3MVDMBCL9TM112612,3MVDMBCL9TM112612,10/27/25,M20945
FEB26,29,matched,2026 Mazda C30 PF XA,3MVDMBCL7TM100247,100247,30625.0,-30625.0,100247,HILEY                  10/18/25  3MVDMBCL7TM100247,3MVDMBCL7TM100247,10/18/25,M20832
FEB26,30,matched,2026 Mazda C30 PF XA,3MVDMBCL4TM100464,100464,30960.0,-30960.0,100464,HILEY SERVICE LOANER   10/21/25  3MVDMBCL4TM100464,3MVDMBCL4TM100464,10/21/25,M20831
FEB26,31,matched,2026 Mazda C30 PF XA,3MVDMBCL3TM122875,122875,31020.0,-31020.0,122875,2026 MAZDA CX-30        2/03/26  3MVDMBCL3TM122875,3MVDMBCL3TM122875,2/03/26,M21255
FEB26,32,matched,2026 Mazda C30 PF XA,3MVDMBCL1TM137956,137956,31020.0,-31020.0,137956,VEHICLE ASSET UNIVERS   2/26/26  3MVDMBCL1TM137956,3MVDMBCL1TM137956,2/26/26,M21407
FEB26,33,matched,2026 Mazda C30 PF XA,3MVDMBCL6TM139282,139282,31020.0,-31020.0,139282,2026 MAZDA CX-30        2/26/26  3MVDMBCL6TM139282,3MVDMBCL6TM139282,2/26/26,M21409
FEB26,34,dealertrack_only,,3MVDMBCL5TM139404,139404,,-31020.0,139404,2026 MAZDA CX-30        2/28/26  3MVDMBCL5TM139404,3MVDMBCL5TM139404,2/28/26,M21408
FEB26,35,matched,2026 Mazda C30 AE XA,3MVDMBCL3TM111438,111438,31051.0,-31051.0,111438,HILEY SERVICE LOANER   10/17/25  3MVDMBCL3TM111438,3MVDMBCL3TM111438,10/17/25,M20936
FEB26,36,matched,2026 Mazda C30,3MVDMBCL8TM116411,116411,31051.0,-31051.0,116411,2026 MAZDA CX-30        2/03/26  3MVDMBCL8TM116411,3MVDMBCL8TM116411,2/03/26,M21055
FEB26,37,matched,2026 Mazda C30 AE XA,3MVDMBCL5TM117208,117208,31051.0,-31051.0,117208,2026 MAZDA CX-30       11/14/25  3MVDMBCL5TM117208,3MVDMBCL5TM117208,11/14/25,M21054
FEB26,38,matched,2026 Mazda C30 AE XA,3MVDMBXL6TM128759,128759,31051.0,-31051.0,128759,2026 MAZDA CX-30        2/03/26  3MVDMBXL6TM128759,3MVDMBXL6TM128759,2/03/26,M21286
FEB26,39,dealertrack_only,,3MVDMBXL0TM139417,139417,,-31051.0,139417,2026 MAZDA CX-30        2/28/26  3MVDMBXL0TM139417,3MVDMBXL0TM139417,2/28/26,M21406
FEB26,40,matched,2025 Mazda CX5 SE XA,JM3KFBBL8S0733501,733501,31134.0,-31134.0,733501,HILEY SERVICE LOANER    9/03/25  JM3KFBBL8S0733501,JM3KFBBL8S0733501,9/03/25,M20666
FEB26,41,matched,2026 Mazda C30 PF XA,3MVDMBCL8TM100919,100919,31144.0,-31144.0,100919,HILEY SERVICE LOANER   10/18/25  3MVDMBCL8TM100919,3MVDMBCL8TM100919,10/18/25,M20834
FEB26,42,matched,2026 Mazda C30 AE XA,3MVDMBCL5TM100523,100523,31234.0,-31234.0,100523,HILEY                  10/18/25  3MVDMBCL5TM100523,3MVDMBCL5TM100523,10/18/25,M20871
FEB26,43,matched,2025 Mazda CX5 SE XA,JM3KFBBL0S0803623,803623,31271.0,-31271.0,803623,2025 MAZDA CX-5         2/20/26  JM3KFBBL0S0803623,JM3KFBBL0S0803623,2/20/26,M21308
FEB26,44,dealertrack_only,,7MMVABAL9TN478464,478464,,-31277.0,478464,2026 MAZDA CX-50        2/26/26  7MMVABAL9TN478464,7MMVABAL9TN478464,2/26/26,M21371
FEB26,45,matched,2025 Mazda CX5 SE XA,JM3KFBBL3S0797333,797333,31287.0,-31287.0,797333,2025 MAZDA CX-5         1/05/26  JM3KFBBL3S0797333,JM3KFBBL3S0797333,1/05/26,M21184
FEB26,46,matched,2025 Mazda CX5 SE XA,JM3KFBBL9S0783520,783520,31351.0,-31351.0,783520,HILEY SERVICE LOANER   12/12/25  JM3KFBBL9S0783520,JM3KFBBL9S0783520,12/12/25,M21113
FEB26,47,matched,2025 Mazda CX5 SE XA,JM3KFBBL0S0805906,805906,31351.0,-31351.0,805906,2025 MAZDA CX-5         2/20/26  JM3KFBBL0S0805906,JM3KFBBL0S0805906,2/20/26,M21309
FEB26,48,matched,2026 Mazda C30 AE XA,3MVDMBCL6TM100191,100191,31398.0,-31398.0,100191,HILEY SERVICE LOANER   10/18/25  3MVDMBCL6TM100191,3MVDMBCL6TM100191,10/18/25,M20873
FEB26,49,matched,2025 Mazda CX5 SE XA,JM3KFBBL9S0783162,783162,31407.0,-31407.0,783162,"SMITH, LISA MARIE      12/01/25  JM3KFBBL9S0783162",JM3KFBBL9S0783162,12/01/25,M21000
FEB26,50,matched,2025 Mazda CX5 SE XA,JM3KFBBL7S0802324,802324,31407.0,-31407.0,802324,2025 MAZDA CX-5         2/04/26  JM3KFBBL7S0802324,JM3KFBBL7S0802324,2/04/26,M21239
FEB26,51,matched,2025 Mazda CX5 SE XA,JM3KFBBL1S0806935,806935,31407.0,-31407.0,806935,2025 MAZDA CX-5         2/20/26  JM3KFBBL1S0806935,JM3KFBBL1S0806935,2/20/26,M21311
FEB26,52,matched,2025 Mazda C50 SE XA,7MMVABAM7SN390259,390259,31420.0,-31420.0,390259,"HAMBY, DERK RYAN        9/16/25  7MMVABAM7SN390259",7MMVABAM7SN390259,9/16/25,M20730
FEB26,53,matched,2025 Mazda CX5 SE XA,JM3KFBBL1S0802867,802867,31479.0,-31479.0,802867,2025 MAZDA CX-5         2/23/26  JM3KFBBL1S0802867,JM3KFBBL1S0802867,2/23/26,M21312
FEB26,54,matched,2025 Mazda C50,7MMVABAM8SN382882,382882,31525.0,-31525.0,382882,HILEY SERVICE LOANER    9/27/25  7MMVABAM8SN382882,7MMVABAM8SN382882,9/27/25,M20657
FEB26,55,matched,2026 Mazda C50 SE XA,7MMVABAL9TN467738,467738,31545.0,-31545.0,467738,HILEY SERVICE LOANER   12/30/25  7MMVABAL9TN467738,7MMVABAL9TN467738,12/30/25,M21169
FEB26,56,matched,2025 Mazda CX50,7MMVABAM9SN390425,390425,31600.0,-31600.0,390425,"HAMBY, DERK RYAN        2/12/26  7MMVABAM9SN390425",7MMVABAM9SN390425,2/12/26,M20731
FEB26,57,matched,2025 Mazda CX5 SE XA,JM3KFBBL6S0785578,785578,31607.0,-31607.0,785578,"KELEMEN, ZOLTAN SANDO  12/17/25  JM3KFBBL6S0785578",JM3KFBBL6S0785578,12/17/25,M21032
FEB26,58,matched,2025 Mazda CX5,JM3KFBBL5S0786480,786480,31607.0,-31607.0,786480,2025 MAZDA CX-5         2/03/26  JM3KFBBL5S0786480,JM3KFBBL5S0786480,2/03/26,M21031
FEB26,59,matched,2025 Mazda CX5 SE XA,JM3KFBBL6S0796953,796953,31607.0,-31607.0,796953,"FUENTES, FRANCISCO      1/10/26  JM3KFBBL6S0796953",JM3KFBBL6S0796953,1/10/26,M21191
FEB26,60,matched,2025 Mazda CX5 SE XA,JM3KFBBL3S0720171,720171,31664.0,-31664.0,720171,HILEY SERVICE LOANER    8/18/25  JM3KFBBL3S0720171,JM3KFBBL3S0720171,8/18/25,M20577
FEB26,61,matched,2025 Mazda CX5 SE XA,JM3KFBBL9S0720966,720966,31664.0,-31664.0,720966,HILEY SERVICE LOANER    8/12/25  JM3KFBBL9S0720966,JM3KFBBL9S0720966,8/12/25,M20564
FEB26,62,matched,2025 Mazda CX5 SE XA,JM3KFBBL1S0802710,802710,31681.0,-31681.0,802710,2025 MAZDA CX-5         2/17/26  JM3KFBBL1S0802710,JM3KFBBL1S0802710,2/17/26,M21310
FEB26,63,matched,2025 Mazda CX5 SE XA,JM3KFBBL0S0785172,785172,31751.0,-31751.0,785172,2025 MAZDA CX-5        12/15/25  JM3KFBBL0S0785172,JM3KFBBL0S0785172,12/15/25,M21111
FEB26,64,matched,2025 Mazda CX5 SE XA,JM3KFBBL7S0787145,787145,31751.0,-31751.0,787145,2025 MAZDA CX-5         2/03/26  JM3KFBBL7S0787145,JM3KFBBL7S0787145,2/03/26,M21033
FEB26,65,matched,2025 Mazda CX5 SE XA,JM3KFBBL8S0788417,788417,31751.0,-31751.0,788417,2025 MAZDA CX-5        12/18/25  JM3KFBBL8S0788417,JM3KFBBL8S0788417,12/18/25,M21035
FEB26,66,matched,2026 Mazda M3H CE XA,JM1BPBLLXT1863487,863487,31771.0,-31771.0,863487,2026 MAZDA MAZDA3 HAT   2/03/26  JM1BPBLLXT1863487,JM1BPBLLXT1863487,2/03/26,M21201
FEB26,67,matched,2025 Mazda CX5 SE XA,JM3KFBBL7S0784729,784729,31801.0,-31801.0,784729,2025 MAZDA CX-5        12/14/25  JM3KFBBL7S0784729,JM3KFBBL7S0784729,12/14/25,M21112
FEB26,68,matched,2025 Mazda CX5 SE XA,JM3KFBBL7S0789011,789011,31801.0,-31801.0,789011,2025 MAZDA CX-5        12/18/25  JM3KFBBL7S0789011,JM3KFBBL7S0789011,12/18/25,M21034
FEB26,69,matched,2025 Mazda CX5 PF XA,JM3KFBCM5S0689951,689951,31953.0,-31953.0,689951,JM3KFBCM5S0689951,JM3KFBCM5S0689951,,M20395
FEB26,70,matched,2025 Mazda CX5 SE XA,JM3KFBBL4S0789533,789533,32001.0,-32001.0,789533,2025 MAZDA CX-5        12/18/25  JM3KFBBL4S0789533,JM3KFBBL4S0789533,12/18/25,M21029
FEB26,71,matched,2025 Mazda CX5 PF XA,JM3KFBCM4S0700681,700681,32028.0,-32028.0,700681,JM3KFBCM4S0700681,JM3KFBCM4S0700681,,M20409
FEB26,72,matched,2025 Mazda CX5 PF XA,JM3KFBCM8S0715538,715538,32028.0,-32028.0,715538,HILEY SERVICE LOANER    8/11/25  JM3KFBCM8S0715538,JM3KFBCM8S0715538,8/11/25,M20557
FEB26,73,matched,2025 Mazda CX5 PF XA,JM3KFBCM9S0720098,720098,32028.0,-32028.0,720098,HILEY SERVICE LOANER    8/12/25  JM3KFBCM9S0720098,JM3KFBCM9S0720098,8/12/25,M20558
FEB26,74,matched,2025 Mazda CX5,JM3KFBBL2S0606209,606209,32114.0,-32114.0,606209,BOA FLOORPLAN,,,M20489
FEB26,75,matched,2025 Mazda CX5 SE XA,JM3KFBBL8S0781242,781242,32137.0,-32137.0,781242,2025 MAZDA CX-5        12/01/25  JM3KFBBL8S0781242,JM3KFBBL8S0781242,12/01/25,M20999
FEB26,76,matched,2025 Mazda CX5 SE XA,JM3KFBBL7S0804414,804414,32281.0,-32281.0,804414,"KIEHL, TAB ALLEN        2/04/26  JM3KFBBL7S0804414",JM3KFBBL7S0804414,2/04/26,M21240
FEB26,77,matched,2025 Mazda CX5 SE XA,JM3KFBBL1S0797069,797069,32417.0,-32417.0,797069,2025 MAZDA CX-5         1/09/26  JM3KFBBL1S0797069,JM3KFBBL1S0797069,1/09/26,M21194
FEB26,78,matched,2026 Mazda M3H PR 2P,JM1BPAML2T1862164,862164,32439.0,-32439.0,862164,2026 MAZDA MAZDA3 HAT   1/22/26  JM1BPAML2T1862164,JM1BPAML2T1862164,1/22/26,M21203
FEB26,79,matched,2025 Mazda CX5,JM3KFBCM2S0784824,784824,32468.0,-32468.0,784824,2025 MAZDA CX-5         2/24/26  JM3KFBCM2S0784824,JM3KFBCM2S0784824,2/24/26,M21391
FEB26,80,matched,2026 Mazda M3H,JM1BPBLL4T1857300,857300,32511.0,-32511.0,857300,2026 MAZDA MAZDA3 HAT   1/29/26  JM1BPBLL4T1857300,JM1BPBLL4T1857300,1/29/26,M21282
FEB26,81,matched,2025 Mazda CX5,JM3KFBCM2S0708021,708021,32558.0,-32558.0,708021,HILEY SERVICE LOANER    9/03/25  JM3KFBCM2S0708021,JM3KFBCM2S0708021,9/03/25,M20450
FEB26,82,matched,2025 Mazda CX5 PF XA,JM3KFBCM4S0710885,710885,32558.0,-32558.0,710885,JM3KFBCM4S0710885,JM3KFBCM4S0710885,,M20451
FEB26,83,matched,2025 Mazda CX5 PF XA,JM3KFBCM9S0788594,788594,32588.0,-32588.0,788594,"NAGAR, PIYUSH VISHWA   12/18/25  JM3KFBCM9S0788594",JM3KFBCM9S0788594,12/18/25,M21010
FEB26,84,matched,2025 Mazda CX5 PF XA,JM3KFBCM8S0789090,789090,32588.0,-32588.0,789090,"SAHA, RANAJAY          12/13/25  JM3KFBCM8S0789090",JM3KFBCM8S0789090,12/13/25,M21009
FEB26,85,matched,2025 Mazda CX5 PF XA,JM3KFBCM3S0787098,787098,32604.0,-32604.0,787098,"WIZELL, EZEKIEL ADAM    1/05/26  JM3KFBCM3S0787098",JM3KFBCM3S0787098,1/05/26,M21006
FEB26,86,matched,2025 Mazda CX5 PF XA,JM3KFBCM4S0797185,797185,32748.0,-32748.0,797185,2025 MAZDA CX-5         1/09/26  JM3KFBCM4S0797185,JM3KFBCM4S0797185,1/09/26,M21182
FEB26,87,matched,2026 Mazda M3H PR 2P,JM1BPAMLXT1857391,857391,32807.0,-32807.0,857391,2026 MAZDA MAZDA3 HAT  12/11/25  JM1BPAMLXT1857391,JM1BPAMLXT1857391,12/11/25,M21086
FEB26,88,matched,2025 Mazda CX5 PF XA,JM3KFBCMXS0798910,798910,32820.0,-32820.0,798910,2025 MAZDA CX-5         1/05/26  JM3KFBCMXS0798910,JM3KFBCMXS0798910,1/05/26,M21134
FEB26,89,matched,2025 Mazda CX5 PF XA,JM3KFBCM0S0787253,787253,32998.0,-32998.0,787253,2025 MAZDA CX-5         1/10/26  JM3KFBCM0S0787253,JM3KFBCM0S0787253,1/10/26,M21003
FEB26,90,matched,2025 Mazda CX5 PF XA,JM3KFBCM1S0789514,789514,32998.0,-32998.0,789514,"BURGUPALLY, SAIRAM RE  12/18/25  JM3KFBCM1S0789514",JM3KFBCM1S0789514,12/18/25,M21005
FEB26,91,matched,2025 Mazda CX5,JM3KFBCM6S0782297,782297,33118.0,-33118.0,782297,2025 MAZDA CX-5         2/03/26  JM3KFBCM6S0782297,JM3KFBCM6S0782297,2/03/26,M20995
FEB26,92,matched,2025 Mazda CX5 PF XA,JM3KFBCM0S0800860,800860,33169.0,-33169.0,800860,"POWERS, JOE RAY         2/20/26  JM3KFBCM0S0800860",JM3KFBCM0S0800860,2/20/26,M21299
FEB26,93,matched,2025 Mazda CX5 PF XA,JM3KFBCM0S0800941,800941,33169.0,-33169.0,800941,2025 MAZDA CX-5         2/20/26  JM3KFBCM0S0800941,JM3KFBCM0S0800941,2/20/26,M21300
FEB26,94,matched,2025 Mazda CX5 PF XA,JM3KFBCM0S0801264,801264,33169.0,-33169.0,801264,2025 MAZDA CX-5         2/23/26  JM3KFBCM0S0801264,JM3KFBCM0S0801264,2/23/26,M21301
FEB26,95,matched,2025 Mazda CX5 PF XA,JM3KFBCM1S0797662,797662,33330.0,-33330.0,797662,"PARK, KYUNGSEO          1/05/26  JM3KFBCM1S0797662",JM3KFBCM1S0797662,1/05/26,M21183
FEB26,96,matched,2026 Mazda C50,7MMVABBL8TN476106,476106,33397.0,-33397.0,476106,BOA FLOORPLAN,,,M21398
FEB26,97,matched,2026 Mazda C50 PF XA,7MMVABBL7TN470586,470586,33397.0,-33397.0,470586,HILEY SERVICE LOANER    1/22/26  7MMVABBL7TN470586,7MMVABBL7TN470586,1/22/26,M21258
FEB26,98,matched,2025 Mazda CX5 PF XA,JM3KFBCM0S0797166,797166,33522.0,-33522.0,797166,2025 MAZDA CX-5         1/05/26  JM3KFBCM0S0797166,JM3KFBCM0S0797166,1/05/26,M21180
FEB26,99,matched,2025 Mazda CX5 PF XA,JM3KFBCMXS0801059,801059,33563.0,-33563.0,801059,2025 MAZDA CX-5         2/17/26  JM3KFBCMXS0801059,JM3KFBCMXS0801059,2/17/26,M21298
FEB26,100,matched,2025 Mazda CX5 PF XA,JM3KFBCM0S0801510,801510,33579.0,-33579.0,801510,2025 MAZDA CX-5         2/17/26  JM3KFBCM0S0801510,JM3KFBCM0S0801510,2/17/26,M21302
FEB26,101,matched,2025 Mazda CX5 PF XA,JM3KFBCM2S0760443,760443,33598.0,-33598.0,760443,2025 MAZDA CX-5        11/07/25  JM3KFBCM2S0760443,JM3KFBCM2S0760443,11/07/25,M20905
FEB26,102,matched,2025 Mazda CX5 PF XA,JM3KFBCM3S0796867,796867,33734.0,-33734.0,796867,2025 MAZDA CX-5         1/09/26  JM3KFBCM3S0796867,JM3KFBCM3S0796867,1/09/26,M21192
FEB26,103,dealertrack_only,,7MMVABBL2TN479163,479163,,-33757.0,479163,2026 MAZDA CX-50        2/27/26  7MMVABBL2TN479163,7MMVABBL2TN479163,2/27/26,M21369
FEB26,104,matched,2026 Mazda C50 PF XA,7MMVABBL6TN451883,451883,33857.0,-33857.0,451883,HILEY                  10/15/25  7MMVABBL6TN451883,7MMVABBL6TN451883,10/15/25,M20840
FEB26,105,matched,2026 Mazda C50 PF XA,7MMVABBL7TN456011,456011,33913.0,-33913.0,456011,2026 MAZDA CX-50       12/01/25  7MMVABBL7TN456011,7MMVABBL7TN456011,12/01/25,M21061
FEB26,106,matched,2025 Mazda CX5 CE XA,JM3KFBCM9S0716259,716259,34050.0,-34050.0,716259,HILEY SERVICE LOANER    8/11/25  JM3KFBCM9S0716259,JM3KFBCM9S0716259,8/11/25,M20552
FEB26,107,matched,2026 Mazda C50 MR XA,7MMVABXL0TN457929,457929,34128.0,-34128.0,457929,HILEY                  11/08/25  7MMVABXL0TN457929,7MMVABXL0TN457929,11/08/25,M20978
FEB26,108,matched,2026 Mazda C50 MR XA,7MMVABXL1TN458247,458247,34128.0,-34128.0,458247,HILEY                  11/08/25  7MMVABXL1TN458247,7MMVABXL1TN458247,11/08/25,M20983
FEB26,109,matched,2025 Mazda CX5,JM3KFBCM3S0723689,723689,34238.0,-34238.0,723689,2025 MAZDA CX-5         1/29/26  JM3KFBCM3S0723689,JM3KFBCM3S0723689,1/29/26,M21284
FEB26,110,matched,2026 Mazda C50 MR XA,7MMVABXL2TN456829,456829,34838.0,-34838.0,456829,HILEY SERVICE LOANER   11/08/25  7MMVABXL2TN456829,7MMVABXL2TN456829,11/08/25,M20977
FEB26,111,matched,2026 Mazda C50 MR XA,7MMVABXL3TN462560,462560,34838.0,-34838.0,462560,2026 MAZDA CX-50       12/06/25  7MMVABXL3TN462560,7MMVABXL3TN462560,12/06/25,M21068
FEB26,112,matched,2026 Mazda C50 MR XA,7MMVABXL8TN464451,464451,34838.0,-34838.0,464451,2026 MAZDA CX-50       12/12/25  7MMVABXL8TN464451,7MMVABXL8TN464451,12/12/25,M21122
FEB26,113,dealertrack_only,,7MMVABXL0TN479039,479039,,-34838.0,479039,2026 MAZDA CX-50        2/27/26  7MMVABXL0TN479039,7MMVABXL0TN479039,2/27/26,M21367
FEB26,114,dealertrack_only,,7MMVABXL8TN479046,479046,,-34838.0,479046,2026 MAZDA CX-50        2/27/26  7MMVABXL8TN479046,7MMVABXL8TN479046,2/27/26,M21368
FEB26,115,matched,2026 Mazda C30 PR XA,3MVDMBDL6TM138163,138163,35003.0,-35003.0,138163,HILEY MAZDA OF HUNTSV   2/25/26  3MVDMBDL6TM138163,3MVDMBDL6TM138163,2/25/26,M21404
FEB26,116,matched,2026 Mazda C30 PR XA,3MVDMBDL3TM139240,139240,35003.0,-35003.0,139240,2026 MAZDA CX-30        2/26/26  3MVDMBDL3TM139240,3MVDMBDL3TM139240,2/26/26,M21410
FEB26,117,matched,2026 Mazda 50H PF XA,7MMVAABW3TN161430,161430,35688.0,-35688.0,161430,2026 MAZDA CX-50 HYBR   2/20/26  7MMVAABW3TN161430,7MMVAABW3TN161430,2/20/26,M21378
FEB26,118,matched,2026 Mazda C30 AE TXA,3MVDMBDY6TM101111,101111,35737.0,-35737.0,101111,2026 MAZDA CX-30       10/18/25  3MVDMBDY6TM101111,3MVDMBDY6TM101111,10/18/25,M20877
FEB26,119,matched,2026 Mazda 50H PF XA,7MMVAABW8TN145675,145675,36174.0,-36174.0,145675,HILEY SERVICE LOANER   10/14/25  7MMVAABW8TN145675,7MMVAABW8TN145675,10/14/25,M20844
FEB26,120,matched,2026 Mazda C30 AE TXA,3MVDMBXYXTM137606,137606,36204.0,-36204.0,137606,2026 MAZDA CX-30        2/20/26  3MVDMBXYXTM137606,3MVDMBXYXTM137606,2/20/26,M21396
FEB26,121,matched,2026 Mazda 50H PF XA,7MMVAABW4TN156219,156219,36218.0,-36218.0,156219,"KALAVALA, KRISHNA RED   1/05/26  7MMVAABW4TN156219",7MMVAABW4TN156219,1/05/26,M21171
FEB26,122,matched,2026 Mazda 50H PF XA,7MMVAABW3TN159872,159872,36218.0,-36218.0,159872,2026 MAZDA CX-50 HYBR   2/12/26  7MMVAABW3TN159872,7MMVAABW3TN159872,2/12/26,M21288
FEB26,123,matched,2026 Mazda 50H PF XA,7MMVAABW9TN160802,160802,36218.0,-36218.0,160802,DENTON MAZDA            2/16/26  7MMVAABW9TN160802,7MMVAABW9TN160802,2/16/26,M21295
FEB26,124,matched,2026 Mazda 50H PF XA,7MMVAABW3TN161119,161119,36218.0,-36218.0,161119,2026 MAZDA CX-50 HYBR   2/16/26  7MMVAABW3TN161119,7MMVAABW3TN161119,2/16/26,M21294
FEB26,125,dealertrack_only,,7MMVAABW5TN161123,161123,,-36218.0,161123,"CZEREPANIAK, DANIEL A   2/27/26  7MMVAABW5TN161123",7MMVAABW5TN161123,2/27/26,M21379
FEB26,126,matched,2026 Mazda C50,7MMVABDL0TN476498,476498,36294.0,-36294.0,476498,2026 MAZDA CX-50        2/26/26  7MMVABDL0TN476498,7MMVABDL0TN476498,2/26/26,M21401
