month,row,classification,boa_description,vin,vin6,boa_ending_balance,dt_2100_amount,dt_vin6,dt_description,dt_vin_extracted,dt_date,control_number
MAR26,205,matched,2026 Mazda C90 PR XA,JM3KKCHD9T1372793,372793,48151.0,-48151.0,372793,2026 MAZDA CX-90        2/13/26  JM3KKCHD9T1372793,JM3KKCHD9T1372793,2/13/26,M21291
MAR26,206,matched,2026 Mazda C90 PR XA,JM3KKCHD2T1372893,372893,48151.0,-48151.0,372893,2026 MAZDA CX-90        2/06/26  JM3KKCHD2T1372893,JM3KKCHD2T1372893,2/06/26,M21228
MAR26,207,matched,2026 Mazda C90 PR XA,JM3KKCHD3T1378072,378072,48399.0,-48399.0,378072,2026 MAZDA CX-90        3/14/26  JM3KKCHD3T1378072,JM3KKCHD3T1378072,3/14/26,M21340
MAR26,208,matched,2026 Mazda C90,JM3KKCHD2T1352062,352062,48415.0,-48415.0,352062,HILEY LOANER           11/17/25  JM3KKCHD2T1352062,JM3KKCHD2T1352062,11/17/25,M20993
MAR26,209,matched,2026 Mazda C90 PR XA,JM3KKCHD8T1373966,373966,48439.0,-48439.0,373966,2026 MAZDA CX-90        2/12/26  JM3KKCHD8T1373966,JM3KKCHD8T1373966,2/12/26,M21235
MAR26,210,matched,2026 Mazda C90 PR XA,JM3KKCHD1T1352117,352117,48675.0,-48675.0,352117,HILEY                  10/19/25  JM3KKCHD1T1352117,JM3KKCHD1T1352117,10/19/25,M20813
MAR26,211,matched,2026 Mazda C90 PP XA,JM3KKEHDXT1375603,375603,50655.0,-50655.0,375603,"SHARP, LARRY GENE       2/16/26  JM3KKEHDXT1375603",JM3KKEHDXT1375603,2/16/26,M21246
MAR26,212,matched,2026 Mazda C70 PP XA,JM3KJEHD5T1203174,203174,50705.0,-50705.0,203174,2026 MAZDA CX-70        1/22/26  JM3KJEHD5T1203174,JM3KJEHD5T1203174,1/22/26,M21218
MAR26,213,matched,2026 Mazda C70 PP XA,JM3KJEHD2T1203536,203536,50705.0,-50705.0,203536,2026 MAZDA CX-70        2/02/26  JM3KJEHD2T1203536,JM3KJEHD2T1203536,2/02/26,M21215
MAR26,214,matched,2026 Mazda C70 PP XA,JM3KJEHD1T1203401,203401,50825.0,-50825.0,203401,2026 MAZDA CX-70        2/06/26  JM3KJEHD1T1203401,JM3KJEHD1T1203401,2/06/26,M21214
MAR26,215,matched,2026 Mazda C70 PP XA,JM3KJEHD4T1203960,203960,50825.0,-50825.0,203960,2026 MAZDA CX-70        2/09/26  JM3KJEHD4T1203960,JM3KJEHD4T1203960,2/09/26,M21216
MAR26,216,matched,2026 Mazda C70 PP XA,JM3KJEHD0T1202353,202353,50965.0,-50965.0,202353,2026 MAZDA CX-70       12/30/25  JM3KJEHD0T1202353,JM3KJEHD0T1202353,12/30/25,M21090
MAR26,217,matched,2026 Mazda C90 PP XA,JM3KKEHD7T1374456,374456,51143.0,-51143.0,374456,2026 MAZDA CX-90        2/14/26  JM3KKEHD7T1374456,JM3KKEHD7T1374456,2/14/26,M21247
MAR26,218,matched,2026 Mazda C90 PP XA,JM3KKEHD3T1358545,358545,51323.0,-51323.0,358545,HILEY SERVICE LOANER   12/01/25  JM3KKEHD3T1358545,JM3KKEHD3T1358545,12/01/25,M20949
MAR26,219,matched,2026 Mazda C90 PP XA,JM3KKEHD3T1360361,360361,51323.0,-51323.0,360361,2026 MAZDA CX-90       12/06/25  JM3KKEHD3T1360361,JM3KKEHD3T1360361,12/06/25,M21077
MAR26,220,matched,2026 Mazda C90 PP XA,JM3KKEHD4T1358778,358778,51587.0,-51587.0,358778,2026 MAZDA CX-90       12/09/25  JM3KKEHD4T1358778,JM3KKEHD4T1358778,12/09/25,M20951
MAR26,221,matched,2026 Mazda C90 PP XA,JM3KKEHD0T1365601,365601,51587.0,-51587.0,365601,2026 MAZDA CX-90       12/30/25  JM3KKEHD0T1365601,JM3KKEHD0T1365601,12/30/25,M21096
MAR26,222,matched,2026 Mazda C90 PP XA,JM3KKEHD4T1358196,358196,51667.0,-51667.0,358196,2026 MAZDA CX-90       11/24/25  JM3KKEHD4T1358196,JM3KKEHD4T1358196,11/24/25,M20950
MAR26,223,matched,2026 Mazda C90 PP XA,JM3KKEHD4T1365617,365617,51667.0,-51667.0,365617,2026 MAZDA CX-90       12/30/25  JM3KKEHD4T1365617,JM3KKEHD4T1365617,12/30/25,M21097
MAR26,224,matched,2026 Mazda C90 PP XA,JM3KKEHD4T1359218,359218,51847.0,-51847.0,359218,2026 MAZDA CX-90       12/05/25  JM3KKEHD4T1359218,JM3KKEHD4T1359218,12/05/25,M20957
MAR26,225,matched,2026 Mazda C90 PP XA,JM3KKEHD5T1364315,364315,51847.0,-51847.0,364315,2026 MAZDA CX-90       12/18/25  JM3KKEHD5T1364315,JM3KKEHD5T1364315,12/18/25,M21098
MAR26,226,matched,2026 Mazda C90 PP XA,JM3KKEHD3T1372252,372252,51847.0,-51847.0,372252,2026 MAZDA CX-90        2/03/26  JM3KKEHD3T1372252,JM3KKEHD3T1372252,2/03/26,M21225
MAR26,227,matched,2026 Mazda C70 SPR XA,JM3KJDHC2T1205675,205675,54399.0,-54399.0,205675,2026 MAZDA CX-70        3/20/26  JM3KJDHC2T1205675,JM3KJDHC2T1205675,3/20/26,M21338
MAR26,228,matched,2026 Mazda C70 SPR XA,JM3KJDHC6T1204299,204299,54443.0,-54443.0,204299,2026 MAZDA CX-70        2/14/26  JM3KJDHC6T1204299,JM3KJDHC6T1204299,2/14/26,M21297
MAR26,229,matched,2026 Mazda C70 SPR XA,JM3KJDHC4T1205046,205046,54663.0,-54663.0,205046,2026 MAZDA CX-70        2/27/26  JM3KJDHC4T1205046,JM3KJDHC4T1205046,2/27/26,M21265
MAR26,230,matched,2026 Mazda C90 SPR XA,JM3KKDHC5T1376689,376689,54757.0,-54757.0,376689,2026 MAZDA CX-90        3/04/26  JM3KKDHC5T1376689,JM3KKDHC5T1376689,3/04/26,M21269
MAR26,231,matched,2026 Mazda C90 SPR XA,JM3KKDHC9T1364061,364061,55225.0,-55225.0,364061,2026 MAZDA CX-90       12/18/25  JM3KKDHC9T1364061,JM3KKDHC9T1364061,12/18/25,M21105
MAR26,232,matched,2026 Mazda C90 SPR XA,JM3KKDHC0T1372758,372758,55461.0,-55461.0,372758,2026 MAZDA CX-90        2/06/26  JM3KKDHC0T1372758,JM3KKDHC0T1372758,2/06/26,M21237
MAR26,233,matched,2026 Mazda C70 SPP XA,JM3KJEHC1T1205088,205088,58179.0,-58179.0,205088,HILEY                   3/02/26  JM3KJEHC1T1205088,JM3KJEHC1T1205088,3/02/26,M21264
MAR26,234,matched,2026 Mazda C90 SPP XA,JM3KKEHC4T1365575,365575,58510.0,-58510.0,365575,"CAMP, KENNETH BRIAN    12/30/25  JM3KKEHC4T1365575",JM3KKEHC4T1365575,12/30/25,M21177
APRIL26,2,matched,2026 Mazda M3S 25S 2A,JM1BPAAL7T1869826,869826,25895.0,-25895.0,869826,2026 MAZDA MAZDA3 SED   3/14/26  JM1BPAAL7T1869826,JM1BPAAL7T1869826,3/14/26,M21324
APRIL26,3,matched,2026 Mazda M3S 25S 2A,JM1BPAAL1T1872804,872804,25895.0,-25895.0,872804,HILEY MAZDA OF BURLES   4/10/26  JM1BPAAL1T1872804,JM1BPAAL1T1872804,4/10/26,M21344
APRIL26,4,matched,2026 Mazda M3S SES 2A,JM1BPABL8T1879120,879120,26251.0,-26251.0,879120,"FLEISHER, JOHN DAVID    4/30/26  JM1BPABL8T1879120",JM1BPABL8T1879120,4/30/26,M21526
APRIL26,5,matched,2026 Mazda M3S,JM1BPABL0T1874381,874381,26359.0,-26359.0,874381,"CARRILLO, LUIS UBALDO   4/29/26  JM1BPABL0T1874381",JM1BPABL0T1874381,4/29/26,M21763
APRIL26,6,matched,2026 Mazda M3S SES 2A,JM1BPABL2T1878318,878318,26359.0,-26359.0,878318,2026 MAZDA MAZDA3 SED   4/27/26  JM1BPABL2T1878318,JM1BPABL2T1878318,4/27/26,M21472
APRIL26,7,matched,2026 Mazda M3S SES 2A,JM1BPABL4T1879390,879390,26763.0,-26763.0,879390,"TALEB, MALIK YASER      4/30/26  JM1BPABL4T1879390",JM1BPABL4T1879390,4/30/26,M21525
APRIL26,8,matched,2026 Mazda M3S PF 2A,JM1BPACL7T1878006,878006,27856.0,-27856.0,878006,2026 MAZDA MAZDA3 SED   4/13/26  JM1BPACL7T1878006,JM1BPACL7T1878006,4/13/26,M21450
APRIL26,9,matched,2026 Mazda M3S PF 2A,JM1BPACL5T1867618,867618,27860.0,-27860.0,867618,2026 MAZDA MAZDA3 SED   2/19/26  JM1BPACL5T1867618,JM1BPACL5T1867618,2/19/26,M21252
APRIL26,10,matched,2026 Mazda M3S PF 2A,JM1BPACL5T1873144,873144,27968.0,-27968.0,873144,2026 MAZDA MAZDA3 SED   4/10/26  JM1BPACL5T1873144,JM1BPACL5T1873144,4/10/26,M21342
APRIL26,11,matched,2026 Mazda M3S PF 2A,JM1BPACL0T1876937,876937,28128.0,-28128.0,876937,2026 MAZDA MAZDA3 SED   4/13/26  JM1BPACL0T1876937,JM1BPACL0T1876937,4/13/26,M21449
APRIL26,12,matched,2026 Mazda M3S PF 2A,JM1BPACLXT1878288,878288,28640.0,-28640.0,878288,2026 MAZDA MAZDA3 SED   4/23/26  JM1BPACLXT1878288,JM1BPACLXT1878288,4/23/26,M21470
APRIL26,13,matched,2026 Mazda C30 SES XA,3MVDMBBL5TM140456,140456,28795.0,-28795.0,140456,HILEY                   2/04/26  3MVDMBBL5TM140456,3MVDMBBL5TM140456,2/04/26,M21444
APRIL26,14,matched,2026 Mazda C30 SES XA,3MVDMBBL0TM111043,111043,29262.0,-29262.0,111043,HILEY SERVICE LOANER   10/17/25  3MVDMBBL0TM111043,3MVDMBBL0TM111043,10/17/25,M20940
APRIL26,15,matched,2025 Mazda CX5,JM3KFBAL0S0747264,747264,29991.0,-29991.0,747264,HILEY SERVICE LOANER    1/29/26  JM3KFBAL0S0747264,JM3KFBAL0S0747264,1/29/26,M21279
APRIL26,16,matched,2025 Mazda CX5,JM3KFBAL2S0751851,751851,29991.0,-29991.0,751851,HILEY SERVICE LOANER   10/29/25  JM3KFBAL2S0751851,JM3KFBAL2S0751851,10/29/25,M20883
APRIL26,17,matched,2026 Mazda C30 PF XA,3MVDMBCL7TM100877,100877,30381.0,-30381.0,100877,HILEY SERVICE LOANER   10/21/25  3MVDMBCL7TM100877,3MVDMBCL7TM100877,10/21/25,M20838
APRIL26,18,matched,2026 Mazda C30 PF XA,3MVDMBCL3TM107499,107499,30493.0,-30493.0,107499,HILEY                  10/11/25  3MVDMBCL3TM107499,3MVDMBCL3TM107499,10/11/25,M20875
APRIL26,19,matched,2026 Mazda C30 PF XA,3MVDMBCL9TM112612,112612,30493.0,-30493.0,112612,"KIDD GRIJIALIVA, SATI  10/27/25  3MVDMBCL9TM112612",3MVDMBCL9TM112612,10/27/25,M20945
APRIL26,20,matched,2026 Mazda C30 PF XA,3MVDMBCL3TM141510,141510,30493.0,-30493.0,141510,"FOX, KELLY ELIZABETH    3/04/26  3MVDMBCL3TM141510",3MVDMBCL3TM141510,3/04/26,M21473
APRIL26,21,matched,2026 Mazda C30 PF XA,3MVDMBCL7TM100247,100247,30625.0,-30625.0,100247,HILEY                  10/18/25  3MVDMBCL7TM100247,3MVDMBCL7TM100247,10/18/25,M20832
APRIL26,22,matched,2026 Mazda C50 SE XA,7MMVABAL6TN485937,485937,30915.0,-30915.0,485937,2026 MAZDA CX-50        3/26/26  7MMVABAL6TN485937,7MMVABAL6TN485937,3/26/26,M21518
APRIL26,23,matched,2026 Mazda C30 PF XA,3MVDMBCL4TM100464,100464,30960.0,-30960.0,100464,HILEY SERVICE LOANER   10/21/25  3MVDMBCL4TM100464,3MVDMBCL4TM100464,10/21/25,M20831
APRIL26,24,matched,2026 Mazda C30 PF XA,3MVDMBCL6TM139282,139282,31020.0,-31020.0,139282,"SINGH HARADAN, NIRMAL   2/26/26  3MVDMBCL6TM139282",3MVDMBCL6TM139282,2/26/26,M21409
APRIL26,25,matched,2026 Mazda C30 PF XA,3MVDMBCL5TM139404,139404,31020.0,-31020.0,139404,2026 MAZDA CX-30        2/28/26  3MVDMBCL5TM139404,3MVDMBCL5TM139404,2/28/26,M21408
APRIL26,26,matched,2026 Mazda C30 AE XA,3MVDMBCL3TM111438,111438,31051.0,-31051.0,111438,HILEY SERVICE LOANER   10/17/25  3MVDMBCL3TM111438,3MVDMBCL3TM111438,10/17/25,M20936
APRIL26,27,matched,2026 Mazda C30,3MVDMBCL8TM116411,116411,31051.0,-31051.0,116411,2026 MAZDA CX-30        2/03/26  3MVDMBCL8TM116411,3MVDMBCL8TM116411,2/03/26,M21055
APRIL26,28,matched,2026 Mazda C30 AE XA,3MVDMBCL5TM117208,117208,31051.0,-31051.0,117208,2026 MAZDA CX-30       11/14/25  3MVDMBCL5TM117208,3MVDMBCL5TM117208,11/14/25,M21054
APRIL26,29,matched,2026 Mazda C30 AE XA,3MVDMBXL6TM128759,128759,31051.0,-31051.0,128759,2026 MAZDA CX-30        2/03/26  3MVDMBXL6TM128759,3MVDMBXL6TM128759,2/03/26,M21286
APRIL26,30,matched,2026 Mazda C30 AE XA,3MVDMBXL0TM139417,139417,31051.0,-31051.0,139417,2026 MAZDA CX-30        2/28/26  3MVDMBXL0TM139417,3MVDMBXL0TM139417,2/28/26,M21406
APRIL26,31,matched,2026 Mazda C30 AE XA,3MVDMBXL8TM140525,140525,31051.0,-31051.0,140525,2026 MAZDA CX-30        3/17/26  3MVDMBXL8TM140525,3MVDMBXL8TM140525,3/17/26,M21440
APRIL26,32,matched,2026 Mazda C30 PF XA,3MVDMBCL8TM100919,100919,31144.0,-31144.0,100919,3MVDMBCL8TM100919,3MVDMBCL8TM100919,,M20834
APRIL26,33,matched,2026 Mazda C30 AE XA,3MVDMBCL5TM100523,100523,31234.0,-31234.0,100523,HILEY                  10/18/25  3MVDMBCL5TM100523,3MVDMBCL5TM100523,10/18/25,M20871
APRIL26,34,matched,2025 Mazda CX5 SE XA,JM3KFBBL9S0783520,783520,31351.0,-31351.0,783520,HILEY SERVICE LOANER   12/12/25  JM3KFBBL9S0783520,JM3KFBBL9S0783520,12/12/25,M21113
APRIL26,35,matched,2026 Mazda C30 AE XA,3MVDMBCL6TM100191,100191,31398.0,-31398.0,100191,HILEY SERVICE LOANER   10/18/25  3MVDMBCL6TM100191,3MVDMBCL6TM100191,10/18/25,M20873
APRIL26,36,matched,2026 Mazda C50 SE XA,7MMVABALXTN491336,491336,31445.0,-31445.0,491336,DENTON MAZDA            4/13/26  7MMVABALXTN491336,7MMVABALXTN491336,4/13/26,M21608
APRIL26,37,matched,2026 Mazda C50 SE XA,7MMVABAL9TN467738,467738,31545.0,-31545.0,467738,HILEY SERVICE LOANER   12/30/25  7MMVABAL9TN467738,7MMVABAL9TN467738,12/30/25,M21169
APRIL26,38,matched,2026 Mazda MX5 SP 6P,JM1NDAB77T0703609,703609,31559.0,-31559.0,703609,2026 MAZDA MX-5 MIATA   4/13/26  JM1NDAB77T0703609,JM1NDAB77T0703609,4/13/26,M21451
APRIL26,39,matched,2025 Mazda CX5 SE XA,JM3KFBBL3S0720171,720171,31664.0,-31664.0,720171,HILEY SERVICE LOANER    8/18/25  JM3KFBBL3S0720171,JM3KFBBL3S0720171,8/18/25,M20577
APRIL26,40,dealertrack_only,,JM1BPBLL0T1870612,870612,,-31771.0,870612,2026 MAZDA MAZDA3 HAT   3/11/26  JM1BPBLL0T1870612,JM1BPBLL0T1870612,3/11/26,M21326
APRIL26,41,dealertrack_only,,JM1BPBLL1T1871235,871235,,-31771.0,871235,2026 MAZDA MAZDA3 HAT   3/11/26  JM1BPBLL1T1871235,JM1BPBLL1T1871235,3/11/26,M21327
APRIL26,42,boa_only,2026 Mazda M3H CE XA,JM1BPBLL0T1870612,870612,32283.0,,,,,,
APRIL26,43,boa_only,2026 Mazda M3H CE XA,JM1BPBLL1T1871235,871235,32283.0,,,,,,
APRIL26,44,matched,2026 Mazda M3H,JM1BPBLL2T1874144,874144,32283.0,-32283.0,874144,2026 MAZDA MAZDA3 HAT   4/30/26  JM1BPBLL2T1874144,JM1BPBLL2T1874144,4/30/26,M21775
APRIL26,45,matched,2026 Mazda M3H PR 2P,JM1BPAML2T1862164,862164,32439.0,-32439.0,862164,"STRESEWSKI, VINCENT J   1/22/26  JM1BPAML2T1862164",JM1BPAML2T1862164,1/22/26,M21203
APRIL26,46,matched,2026 Mazda CX5 SE XA,JM3KMBHA1T0126613,126613,33053.0,-33053.0,126613,"OLIVER, CATHY RAYE      4/22/26  JM3KMBHA1T0126613",JM3KMBHA1T0126613,4/22/26,M21549
APRIL26,47,matched,2026 Mazda CX5 SE XA,JM3KMBHA0T0126571,126571,33125.0,-33125.0,126571,2026 MAZDA CX-5         4/27/26  JM3KMBHA0T0126571,JM3KMBHA0T0126571,4/27/26,M21547
APRIL26,48,matched,2026 Mazda C50 PF XA,7MMVABBL7TN470586,470586,33397.0,-33397.0,470586,HILEY SERVICE LOANER    1/22/26  7MMVABBL7TN470586,7MMVABBL7TN470586,1/22/26,M21258
APRIL26,49,matched,2026 Mazda C50,7MMVABBL8TN476106,476106,33397.0,-33397.0,476106,HILEY                   3/27/26  7MMVABBL8TN476106,7MMVABBL8TN476106,3/27/26,M21501
APRIL26,50,matched,2026 Mazda CX5 SE XA,JM3KMBHA2T0126961,126961,33515.0,-33515.0,126961,HILEY                   4/22/26  JM3KMBHA2T0126961,JM3KMBHA2T0126961,4/22/26,M21550
APRIL26,51,matched,2026 Mazda CX5 SE XA,JM3KMBHA2T0120271,120271,33535.0,-33535.0,120271,"TREJO, VICKI            4/13/26  JM3KMBHA2T0120271",JM3KMBHA2T0120271,4/13/26,M21467
APRIL26,52,matched,2026 Mazda CX5 SE XA,JM3KMBHA5T0125769,125769,33555.0,-33555.0,125769,2026 MAZDA CX-5         4/30/26  JM3KMBHA5T0125769,JM3KMBHA5T0125769,4/30/26,M21553
APRIL26,53,matched,2026 Mazda CX5 SE XA,JM3KMBHA6T0124940,124940,33571.0,-33571.0,124940,2026 MAZDA CX-5         4/25/26  JM3KMBHA6T0124940,JM3KMBHA6T0124940,4/25/26,M21554
APRIL26,54,matched,2026 Mazda CX5 SE XA,JM3KMBHA7T0126583,126583,33619.0,-33619.0,126583,2026 MAZDA CX-5         4/25/26  JM3KMBHA7T0126583,JM3KMBHA7T0126583,4/25/26,M21555
APRIL26,55,matched,2026 Mazda CX5 SE XA,JM3KMBHAXT0126514,126514,33639.0,-33639.0,126514,2026 MAZDA CX-5         4/23/26  JM3KMBHAXT0126514,JM3KMBHAXT0126514,4/23/26,M21546
APRIL26,56,matched,2026 Mazda CX5 SE XA,JM3KMBHA8T0126429,126429,33655.0,-33655.0,126429,2026 MAZDA CX-5         4/27/26  JM3KMBHA8T0126429,JM3KMBHA8T0126429,4/27/26,M21556
APRIL26,57,matched,2026 Mazda C50 PF XA,7MMVABBL6TN451883,451883,33857.0,-33857.0,451883,HILEY                  10/15/25  7MMVABBL6TN451883,7MMVABBL6TN451883,10/15/25,M20840
APRIL26,58,matched,2026 Mazda C50 PF XA,7MMVABBL1TN488114,488114,33975.0,-33975.0,488114,2026 MAZDA CX-50        4/03/26  7MMVABBL1TN488114,7MMVABBL1TN488114,4/03/26,M21512
APRIL26,59,matched,2026 Mazda C50 PF XA,7MMVABBLXTN483848,483848,34107.0,-34107.0,483848,2026 MAZDA CX-50        3/20/26  7MMVABBLXTN483848,7MMVABBLXTN483848,3/20/26,M21485
APRIL26,60,matched,2026 Mazda C50 MR XA,7MMVABXL0TN457929,457929,34128.0,-34128.0,457929,HILEY                  11/08/25  7MMVABXL0TN457929,7MMVABXL0TN457929,11/08/25,M20978
APRIL26,61,matched,2026 Mazda C50 MR XA,7MMVABXL1TN458247,458247,34128.0,-34128.0,458247,HILEY                  11/08/25  7MMVABXL1TN458247,7MMVABXL1TN458247,11/08/25,M20983
APRIL26,62,matched,2026 Mazda C50 MR XA,7MMVABXL2TN456829,456829,34838.0,-34838.0,456829,HILEY SERVICE LOANER   11/08/25  7MMVABXL2TN456829,7MMVABXL2TN456829,11/08/25,M20977
APRIL26,63,matched,2026 Mazda C50 MR XA,7MMVABXL0TN479039,479039,34838.0,-34838.0,479039,2026 MAZDA CX-50        2/27/26  7MMVABXL0TN479039,7MMVABXL0TN479039,2/27/26,M21367
APRIL26,64,matched,2026 Mazda C50 MR XA,7MMVABXL8TN479046,479046,34838.0,-34838.0,479046,2026 MAZDA CX-50        2/27/26  7MMVABXL8TN479046,7MMVABXL8TN479046,2/27/26,M21368
APRIL26,65,matched,2026 Mazda C30 PR XA,3MVDMBDL9TM147018,147018,35003.0,-35003.0,147018,2026 MAZDA CX-30        4/30/26  3MVDMBDL9TM147018,3MVDMBDL9TM147018,4/30/26,M21564
APRIL26,66,boa_only,2025 Mazda C70 PR XA,JM3KJDHD4S1130761,130761,35200.0,,,,,,
APRIL26,67,matched,2026 Mazda CX5 PF XA,JM3KMCHAXT0119763,119763,35365.0,-35365.0,119763,2026 MAZDA CX-5         4/06/26  JM3KMCHAXT0119763,JM3KMCHAXT0119763,4/06/26,M21452
APRIL26,68,matched,2026 Mazda CX5 PF XA,JM3KMCHA5T0126216,126216,35365.0,-35365.0,126216,2026 MAZDA CX-5         4/25/26  JM3KMCHA5T0126216,JM3KMCHA5T0126216,4/25/26,M21536
APRIL26,69,matched,2026 Mazda CX5 PF XA,JM3KMCHA2T0126092,126092,35385.0,-35385.0,126092,2026 MAZDA CX-5         4/25/26  JM3KMCHA2T0126092,JM3KMCHA2T0126092,4/25/26,M21531
APRIL26,70,matched,2026 Mazda CX5 PF XA,JM3KMCHA7T0123883,123883,35413.0,-35413.0,123883,2026 MAZDA CX-5         4/27/26  JM3KMCHA7T0123883,JM3KMCHA7T0123883,4/27/26,M21483
APRIL26,71,matched,2026 Mazda CX5 PF XA,JM3KMCHA8T0122371,122371,35419.0,-35419.0,122371,HILEY MAZDA OF BURLES   4/13/26  JM3KMCHA8T0122371,JM3KMCHA8T0122371,4/13/26,M21456
APRIL26,72,matched,2026 Mazda CX5 PF XA,JM3KMCHA2T0108661,108661,35469.0,-35469.0,108661,2026 MAZDA CX-5         4/01/26  JM3KMCHA2T0108661,JM3KMCHA2T0108661,4/01/26,M21354
APRIL26,73,matched,2026 Mazda CX5 PF XA,JM3KMCHA1T0108621,108621,35565.0,-35565.0,108621,HILEY                   3/24/26  JM3KMCHA1T0108621,JM3KMCHA1T0108621,3/24/26,M21328
APRIL26,74,matched,2026 Mazda CX5 PF XA,JM3KMCHA2T0108725,108725,35679.0,-35679.0,108725,"EVANS, ALBERTHA BROWN   3/30/26  JM3KMCHA2T0108725",JM3KMCHA2T0108725,3/30/26,M21355
APRIL26,75,matched,2026 Mazda C50 PR XA,7MMVABDL4TN488332,488332,35702.0,-35702.0,488332,2026 MAZDA CX-50        4/03/26  7MMVABDL4TN488332,7MMVABDL4TN488332,4/03/26,M21514
APRIL26,76,matched,2026 Mazda C30 AE TXA,3MVDMBDY6TM101111,101111,35737.0,-35737.0,101111,2026 MAZDA CX-30       10/18/25  3MVDMBDY6TM101111,3MVDMBDY6TM101111,10/18/25,M20877
APRIL26,77,matched,2026 Mazda CX5 PF XA,JM3KMCHA9T0126669,126669,35767.0,-35767.0,126669,"BROCARD TAPIA, ERMIS    4/22/26  JM3KMCHA9T0126669",JM3KMCHA9T0126669,4/22/26,M21541
APRIL26,78,matched,2026 Mazda CX5 PF XA,JM3KMCHA5T0123431,123431,35771.0,-35771.0,123431,2026 MAZDA CX-5         4/14/26  JM3KMCHA5T0123431,JM3KMCHA5T0123431,4/14/26,M21454
APRIL26,79,matched,2026 Mazda CX5 PF XA,JM3KMCHA0T0111624,111624,35791.0,-35791.0,111624,HILEY                   3/30/26  JM3KMCHA0T0111624,JM3KMCHA0T0111624,3/30/26,M21422
APRIL26,80,matched,2026 Mazda CX5 PF XA,JM3KMCHA3T0108989,108989,35807.0,-35807.0,108989,HILEY                   4/01/26  JM3KMCHA3T0108989,JM3KMCHA3T0108989,4/01/26,M21356
APRIL26,81,matched,2026 Mazda CX5 PF XA,JM3KMCHA4T0124828,124828,35879.0,-35879.0,124828,2026 MAZDA CX-5         4/25/26  JM3KMCHA4T0124828,JM3KMCHA4T0124828,4/25/26,M21532
APRIL26,82,matched,2026 Mazda CX5 PF XA,JM3KMCHA6T0126399,126399,35879.0,-35879.0,126399,2026 MAZDA CX-5         4/27/26  JM3KMCHA6T0126399,JM3KMCHA6T0126399,4/27/26,M21539
APRIL26,83,matched,2026 Mazda CX5 PF XA,JM3KMCHA5T0126894,126894,35879.0,-35879.0,126894,2026 MAZDA CX-5         4/23/26  JM3KMCHA5T0126894,JM3KMCHA5T0126894,4/23/26,M21537
APRIL26,84,matched,2026 Mazda CX5 PF XA,JM3KMCHA8T0125609,125609,35895.0,-35895.0,125609,2026 MAZDA CX-5         4/27/26  JM3KMCHA8T0125609,JM3KMCHA8T0125609,4/27/26,M21540
APRIL26,85,matched,2026 Mazda CX5 PF XA,JM3KMCHA5T0125972,125972,35907.0,-35907.0,125972,HILEY MAZDA OF BURLES   4/27/26  JM3KMCHA5T0125972,JM3KMCHA5T0125972,4/27/26,M21535
APRIL26,86,matched,2026 Mazda CX5 PF XA,JM3KMCHA3T0118101,118101,35943.0,-35943.0,118101,2026 MAZDA CX-5         4/13/26  JM3KMCHA3T0118101,JM3KMCHA3T0118101,4/13/26,M21453
APRIL26,87,matched,2026 Mazda CX5 PF XA,JM3KMCHA8T0120183,120183,35943.0,-35943.0,120183,HILEY                   4/06/26  JM3KMCHA8T0120183,JM3KMCHA8T0120183,4/06/26,M21455
APRIL26,88,matched,2026 Mazda CX5 PF XA,JM3KMCHA8T0109572,109572,35999.0,-35999.0,109572,2026 MAZDA CX-5         3/25/26  JM3KMCHA8T0109572,JM3KMCHA8T0109572,3/25/26,M21359
APRIL26,89,boa_only,2026 Mazda CX5 PF XA,JM3KMCHA6T0126368,126368,35999.0,,,,,,
APRIL26,90,matched,2026 Mazda CX5 PF XA,JM3KMCHA8T0109846,109846,36095.0,-36095.0,109846,HILEY                   3/27/26  JM3KMCHA8T0109846,JM3KMCHA8T0109846,3/27/26,M21360
APRIL26,91,matched,2026 Mazda 50H PF XA,7MMVAABW8TN145675,145675,36174.0,-36174.0,145675,7MMVAABW8TN145675,7MMVAABW8TN145675,,M20844
APRIL26,92,matched,2026 Mazda C50,7MMVABDL7TN462758,462758,36192.0,-36192.0,462758,2026 MAZDA CX-50        3/31/26  7MMVABDL7TN462758,7MMVABDL7TN462758,3/31/26,M21506
APRIL26,93,matched,2026 Mazda C50 PR XA,7MMVABDL5TN491451,491451,36194.0,-36194.0,491451,2026 MAZDA CX-50        4/13/26  7MMVABDL5TN491451,7MMVABDL5TN491451,4/13/26,M21607
APRIL26,94,matched,2026 Mazda C30 AE TXA,3MVDMBXYXTM137606,137606,36204.0,-36204.0,137606,2026 MAZDA CX-30        2/20/26  3MVDMBXYXTM137606,3MVDMBXYXTM137606,2/20/26,M21396
APRIL26,95,matched,2026 Mazda C30 AE TXA,3MVDMBXY3TM141092,141092,36204.0,-36204.0,141092,2026 MAZDA CX-30        3/17/26  3MVDMBXY3TM141092,3MVDMBXY3TM141092,3/17/26,M21448
APRIL26,96,matched,2026 Mazda 50H,7MMVAABW5TN169917,169917,36218.0,-36218.0,169917,"SIEBEL, RICHARD ALLAN   4/29/26  7MMVAABW5TN169917",7MMVAABW5TN169917,4/29/26,M21767
